text_index,subject,predicate,object,subject_lemma,predicate_lemma,informative
39,рыночная ипотека в России,станет доступнее,после замедления инфляции,рыночный ипотека в россия,стать доступный,True
39,цены на новостройки,будут расти или перейдут к стагнации,низкими темпами,цена на новостройка,быть расти или перейти к стагнация,True
39,Ксения Петрова,отмечает,московский рынок недвижимости,ксения петров,отмечать,True
39,московский рынок недвижимости,является,самым зрелым и самым чувствительным к ставке и доходам населения,московский рынок недвижимость,являться,True
39,спрос,определяется,реальной жилищной потребностью,спрос,определяться,True
39,региональные рынки,устойчивы,к спекулятивным колебаниям,региональный рынок,устойчивый,True
39,региональные рынки,зависимы,от локальной экономики,региональный рынок,зависимый,True
39,рынок,вошел,в фазу более осторожного спроса,рынок,войти,True
39,девелоперов,давят,"высокая стоимость проектного финансирования, рост себестоимости строительства и более рациональное поведение покупателей",девелопер,давить,True
39,в Москве,видно,в сделках,в москва,видно,True
39,Данченок,обращает внимание,на ключевой парадокс Москвы,данченок,обращать внимание,True
39,снижение спроса,не означает,автоматического снижения цен,снижение спрос,не означать,True
39,средняя цена квадратного метра в новостройках в старых границах Москвы,достигла,около 653 000 руб.,средний цена квадратный метр в новостройка в старый граница москва,достигнуть,True
39,Москва,отличается,от большинства регионов более высокой ликвидностью,москва,отличаться,True
39,рынок,гораздо более неоднороден,в регионах,рынок,гораздо более неоднородный,True
39,семейная ипотека Ксения Петрова,констатирует,"что на сегодняшний день изменений в параметрах семейной ипотеки, которые вступили бы в силу, нет",семейный ипотека ксения петров,констатировать,True
39,весь рынок,находится в режиме ожидания и внимательно следит,за дискуссией о возможной корректировке,весь рынок,находиться в режим ожидание и внимательно следить,True
39,доступность льготного финансирования,является,одним из ключевых факторов при принятии решения о покупке,доступность льготный финансирование,являться,True
39,программа,напрямую стимулирует,рождаемость,программа,напрямую стимулировать,True
39,ключевая проблема,является,"не ставка, а лимит",ключевой проблема,являться,True
39,доля семейной ипотеки в общем объеме выдач,сократится,примерно вдвое,доля семейный ипотека в общий объём выдача,сократиться,True
39,застройщики,вынуждены будут пересмотреть,продукт,застройщик,вынудить быть пересмотреть,True
39,покупатели,зависят,"от цели покупки, наличия одобренной ипотеки и горизонта планирования",покупатель,зависеть,True
39,она,выделяет,несколько факторов,она,выделять,False
39,широкий выбор предложения и программы от застройщиков,структурируется рост,себестоимость строительства,широкий выбор предложение и программа от застройщик,структурироваться рост,True
39,ожидаемое оживление спроса при снижении ключевой ставки,влияет,на рост цен,ожидать оживление спрос при снижение ключевой ставка,влиять,True
39,Петрова,советует,не откладывать,петров,советовать,True
39,"семьям, которые полностью подходят под текущие условия",стоит покупать,сейчас,семья который полностью подходить под текущий условие,стоить покупать,True
39,девелоперы,готовы давать,максимальные скидки,девелопер,готовый давать,True
39,"тем, у кого нет права на льготные программы и возможности внести большой взнос",рекомендует,отложить покупку Любимова,тем у кто нет право на льготный программа и возможность внести большой взнос,рекомендовать,True
39,Перспективные регионы,наиболее перспективны,"те регионы, куда люди едут жить и работать и где реализуются крупные инвестпроекты",перспективный регион,наиболее перспективный,True
39,Ксения Петрова,считает,"наиболее перспективны те регионы, куда люди едут жить и работать и где реализуются крупные инвестпроекты",ксения петров,считать,True
39,недвижимость,получает устойчивый спрос и прирастает в цене,за счет реального спроса,недвижимость,получать устойчивый спрос и прирастать в цена,True
39,Данченок,советует,"смотреть не на регион в целом, а на конкретные агломерации и районы с понятными драйверами роста",данченок,советовать,True
39,россияне,называют,"Москву и Санкт-Петербург, южные регионы (Краснодар, Сочи, Крым), а также города-миллионники – Казань, Екатеринбург, Новосибирск и Нижний Новгород",россиянин,называть,True
39,большая часть этих регионов,демонстрировала,положительную ценовую динамику,больший часть этот регион,демонстрировать,True
39,интересны локации,являются,локациями вокруг крупных транспортных узлов,интересный локация,являться,True
39,любимова,выделяет,три конкретных направления,любимов,выделять,True
39,южный берег крыма,является,земельным фондом,южный берег крым,являться,True
39,новые дома,строится,по современным стандартам,новый дом,строиться,True
39,новостройки,установлено,энергоэффективное оборудование,новостройка,установить,True
39,ничего,выгоднее,жить в новом жилье,ничего,выгодный,True
39,квартиры на стадии строительства,традиционно дешевле,готовых,квартира на стадия строительство,традиционно дешёвый,True
40,комплексы,работают,"комплексы с хаммамом, термальными зонами и авторскими массажными ритуалами",комплекс,работать,True
40,московские спа,дают возможность,провести настоящий день красоты прямо в городе,московский спа,давать возможность,True
40,спа-центры Москвы,делятся,на несколько форматов,спа центр москва,делиться,True
40,отельные спа,можно приехать и провести несколько часов,в полной изоляции от городского шума,отельный спа,можно приехать и провести несколько час,True
40,температура в хаммаме,держится,около 45–50 градусов,температура в хаммам,держаться,True
40,хаммам как самостоятельный формат,стоит выделить,отдельно,хаммам как самостоятельный формат,стоить выделить,True
40,хаммам,имеет,мраморные лежаки и влажность до 100%,хаммам,иметь,True
40,хаммам,подходит,"тем, кто чувствителен к высокой температуре",хаммам,подходить,True
40,это,является,исторической парной с сохранившимися интерьерами,это,являться,False
40,спа,является,"полноценным спа с различными программами, обертываниями и массажами",спа,являться,True
40,комплекс,включает,четыре мужских разряда и женский,комплекс,включать,True
40,номерные бани,стоит,"от 17 000 руб. («Лукоморье», «Купеческий») до 32 000 руб. («Камчатка», «Байкал») за 2 часа",номерной баня,стоить,True
40,парение у банщика,стоит,от 6000 руб.,парение у банщик,стоить,True
40,филиал,включает,"несколько видов парных, открытые и закрытые бассейны, купели и зоны отдыха",филиал,включать,True
40,разовый билет,стоит,от 2000 руб.,разовый билет,стоить,True
40,отзывы на TripAdvisor за 2025 г.,отмечают,"детские сауны с мультиками и открытые бассейны, работающие круглый год",отзыв на tripadvisor за 2025 г,отмечать,True
40,Ego-SPA на Ярославской,это,"скрытая жемчужина для тех, кто ищет камерность",ego spa на ярославский,это,True
40,Termoland,это,массовый формат,termoland,это,True
40,спа-бутик,работает,ежедневно с 10:00 до 22:00,спа бутик,работать,True
40,комплекс,присутствуют,"гидромассажные ванны, хаммам, финская сауна, бассейн с панорамной крышей",комплекс,присутствовать,True
40,расслабляющий массаж за час,стоит,20 000 руб.,расслаблять массаж за час,стоить,True
40,30-минутный массаж,стоит,12 000 руб.,30 минутный массаж,стоить,True
40,скульптурирующий массаж,стоит,от 22 000 руб.,скульптурировать массаж,стоить,True
40,уровень сервиса и конфиденциальности,выше,сетевых комплексах,уровень сервис и конфиденциальность,выше,True
40,Barvikha Hotel Spa,является,спа-отель в Барвихе,barvikha hotel spa,являться,True
40,спа-центр,включает,"хаммам, русскую баню, финскую сауну, паровую комнату, гидромассажные ванны, купели разных температур, два типа оздоровительных душей и салон красоты",спа центр,включать,True
40,отзывы TripAdvisor на апрель 2026 г.,характеризуют,"место как камерное, с вниманием к каждому гостю, отличным хаммамом и «балийским массажем на высоте»",отзыв tripadvisor на апрель 2026 г,характеризовать,True
40,мастер,утверждает,интенсивность и самочувствие клиента,мастер,утверждать,True
40,формат,имеет,"парный джимбаран-массаж, когда два мастера работают одновременно в течение 90 минут",формат,иметь,True
40,Записываться,рекомендуется,заранее,записываться,рекомендоваться,True
40,классический хаммам,состоит,из нескольких этапов,классический хаммам,состоять,True
40,тело,прогревается,на мраморном лежаке,тело,прогреваться,True
40,пилинг рукавичкой кессе,является,глубокое отшелушивание ороговевших клеток,пилинг рукавичка кесса,являться,True
40,ритуал,дополняют,"скрабами из морского песка, кокосового ореха или кофе",ритуал,дополнять,True
40,противопоказания,есть,сердечно-сосудистые заболевания,противопоказание,есть,True
40,противопоказания,есть,гипертония,противопоказание,есть,True
40,противопоказания,есть,ряд кожных состояний,противопоказание,есть,True
40,противопоказания,есть,беременность в первом триместре,противопоказание,есть,True
40,хаммам,переносится мягче,русская баня или финская сауна,хаммам,переноситься мягкий,True
40,температура,держится,около 45–50 градусов,температура,держаться,True
40,абсолютным противопоказаниям,относят,неконтролируемую артериальную гипертензию,абсолютный противопоказание,относить,True
40,абсолютным противопоказаниям,относят,ишемическую болезнь сердца и стенокардию,абсолютный противопоказание,относить,True
40,абсолютным противопоказаниям,относят,перенесенный инфаркт или инсульт,абсолютный противопоказание,относить,True
40,инфекции с высокой температурой,воспринимаются как,"состояние, требующее осторожности",инфекция с высокий температура,восприниматься как,True
40,воспалительные заболевания в стадии обострения,воспринимаются как,"состояние, требующее осторожности",воспалительный заболевание в стадия обострение,восприниматься как,True
40,гнойничковые и язвенные поражения кожи,воспринимаются как,"состояние, требующее осторожности",гнойничковый и язвенный поражение кожа,восприниматься как,True
40,открытые раны,воспринимаются как,"состояние, требующее осторожности",открытый рана,восприниматься как,True
40,склонность к кровотечениям,воспринимается как,"состояние, требующее осторожности",склонность к кровотечение,восприниматься как,True
40,варикозное расширение вен,воспринимается как,"состояние, требующее консультации врача",варикозный расширение вено,восприниматься как,True
40,мочекаменная болезнь,воспринимается как,"состояние, требующее консультации врача",мочекаменный болезнь,восприниматься как,True
40,желчекаменная болезнь,воспринимается как,"состояние, требующее консультации врача",желчекаменный болезнь,восприниматься как,True
40,нарушения сердечного ритма,воспринимаются как,"состояние, требующее консультации врача",нарушение сердечный ритм,восприниматься как,True
40,заболевания щитовидной железы,воспринимаются как,"состояние, требующее консультации врача",заболевание щитовидный железа,восприниматься как,True
40,беременным женщинам в первом и последнем триместрах,рекомендуется,консультация гинеколога,беременная женщина в первый и последний триместр,рекомендоваться,True
40,детям до 12 лет,рекомендуется,воздержание от хаммама,ребёнок до 12 год,рекомендоваться,True
40,грибковые инфекции кожи и ногтей,воспринимаются как,"состояние, требующее воздержания",грибковый инфекция кожа и ноготь,восприниматься как,True
40,алкогольное опьянение,воспринимается как,"состояние, требующее воздержания от хаммама",алкогольный опьянение,восприниматься как,True
40,плотный обед,воспринимается как,"состояние, требующее воздержания от хаммама",плотный обед,восприниматься как,True
41,Семейные россияне,считают себя счастливыми,"те, кто не состоит в браке",семейный россиянин,считать себя счастливый,True
41,74% состоящих в браке респондентов,считают себя счастливыми,58% холостых и незамужних,74% состоять в брак респондент,считать себя счастливый,True
41,72% участников опроса,считают семью,не только кровные родственники,72% участник опрос,считать семья,True
41,84% состоящих в отношениях россиян,проводят время,с партнером,84% состоять в отношение россиянин,проводить время,True
41,71% опрошенных,общается,с детьми,71% опросить,общаться,True
41,37% опрошенных,общается,с родителями,37% опросить,общаться,True
41,18% опрошенных,общается,с друзьями,18% опросить,общаться,True
41,мужчины,называют,партнера вторым по значимости человеком после родителей,мужчина,называть,True
41,женщины,называют,"третьим, после родителей и детей",женщина,называть,True
41,доля совпадающих критериев выбора,выросла,с 30 до почти 50%,доля совпадать критерий выбор,вырасти,True
41,мужчины,ориентироваться,на практичность жилья и семейные потребности,мужчина,ориентироваться,True
42,средний бюджет лота,вырос,на 14%,средний бюджет лот,вырасти,True
42,объекты дороже 400 млн руб.,занимают,наибольшую долю в структуре предложения,объект дорогой 400 млн руб,занимать,True
42,доля лотов в диапазоне 50–85 млн руб.,сократилась,до 14%,доля лотовый в диапазон 50 85 млн руб,сократиться,True
42,сегмент 125–150 млн руб.,потерял,2 п.п.,сегмент 125 150 млн руб,потерять,True
42,средневзвешенная цена квадратного метра,достигла,"1,743 млн руб.",средневзвешенный цена квадратный метр,достигнуть,True
42,рейтинг районов по средневзвешенной цене квадратного метра,возглавил,Тверской район,рейтинг район по средневзвешенный цена квадратный метр,возглавить,True
42,Хамовники,занимает,второе место,хамовник,занимать,True
42,Якиманка,замыкает,тройку,якиманка,замыкать,True
42,спрос на вторичном рынке в сегменте высокобюджетной недвижимости за второй квартал 2026 г.,показал небольшое снижение,по количеству сделок на 6%,спрос на вторичный рынок в сегмент высокобюджетный недвижимость за второй квартал 2026 г,показать небольшой снижение,True
42,спрос на вторичном рынке в сегменте высокобюджетной недвижимости за второй квартал 2026 г.,показал небольшое снижение,по количеству сделок на 48%,спрос на вторичный рынок в сегмент высокобюджетный недвижимость за второй квартал 2026 г,показать небольшой снижение,True
42,спрос,вырос,на 57%,спрос,вырасти,True
42,средняя стоимость приобретенного лота за первое полугодие 2026 г.,составила,"150 млн руб., что на 5% меньше, чем год назад",средний стоимость приобрести лот за первый полугодие 2026 г,составить,True
43,Т-Банк,запустил,федеральный проект «Локальный код»,так банк,запустить,True
43,бизнес-фестивали,пройдут,в крупнейших городах России,бизнес фестиваль,пройти,True
43,спикеры,приняли участие,в деловой программе,спикер,принять участие,True
43,арт-объект,был установлен,в виде маяка,арт объект,быть установить,True
43,программа,включает,образовательные мероприятия для начинающих предпринимателей,программа,включать,True
43,исследование регионального бизнеса,станет,важной составляющей проекта,исследование региональный бизнес,стать,True
43,аналитики,изучат,рыночную конъюнктуру,аналитик,изучить,True
43,аналитики, проведут,опросы жителей,аналитик,провести,True
43,аналитики,определят,наиболее узнаваемые локальные бренды,аналитик,определить,True
43,результаты,будут опубликованы,в специальном разделе издания о бизнесе «Т-Бизнес секреты»,результат,быть опубликовать,True
43,малому бизнесу,требуется,комплексная поддержка,малый бизнес,требоваться,True
43,проект,направлен,на обмен опытом между предпринимателями,проект,направить,True
43,его результаты,станут,энциклопедией российского бизнеса,он результат,стать,True
44,мы,получили,три фотографии трех претенденток на его лапу и сердце,мы,получить,False
44,специалисты,должны проверить,генетику и состояние здоровья самок,специалист,должный проверить,True
44,Акулова,добавила,что процесс знакомства пары будет скрыт от глаз посетителей,акуловый,добавить,True
44,японский зоопарк Хигасияма,отказался предоставить,самку манула для московского Тимофея,японский зоопарк хигасиям,отказаться предоставить,True
44,Тимофею,не получилось найти,«невест» во Франции и Польше,тимофей,не получиться найти,True
45,Федеральный национальный совет ОАЭ,одобрил,новый законопроект о защите культурного наследия,федеральный национальный совет оаэ,одобрить,True
45,документ,вводит,"жесткие санкции за умышленное повреждение, кражу или контрабанду древностей и культурных ценностей",документ,вводить,True
45,"закон, принятый 8 июля",распространяется,"на все эмираты, включая свободные экономические зоны",закон принять 8 июль,распространяться,True
45,закон,охватывает,"не только материальные памятники, но и нематериальное, природное и цифровое наследие, а также подводные объекты",закон,охватывать,True
45,особое внимание,уделено,исторической архитектуре,особый внимание,уделить,True
45,"любой, кто случайно обнаружил предметы старины или узнал об их существовании",обязан,"не прикасаться к ним и уведомить Министерство культуры, компетентный орган или полицию в течение 48 часов",любой кто случайно обнаружить предмет старина или узнать о они существование,обязать,True
45,сообщение,предусмотрено,вознаграждение,сообщение,предусмотреть,True
45,"умышленное повреждение, снос, осквернение, кража, контрабанда или незаконные строительные работы на объектах наследия",предусмотрено,до 10 лет тюрьмы и штраф от 500 000 дирхамов (более $136 150) до 10 млн дирхамов,умышленный повреждение снос осквернение кража контрабанда или незаконный строительный работа на объект наследие,предусмотреть,True
45,владелец объекта,считается,отягчающим обстоятельством,владелец объект,считаться,True
45,"нелегальные раскопки, использование объектов наследия как свалок, подделку артефактов или осквернение культурных ценностей",караются,"до 10 лет тюрьмы и штраф от 300 000 дирхамов ($81 700) до 5 млн дирхамов ($1,361 млн)",нелегальный раскопка использование объект наследие как свалка подделка артефакт или осквернение культурный ценность,караться,True
45,за менее тяжкие нарушения,могут,до трех лет тюрьмы и штраф от 100 000 дирхамов,за менее тяжкий нарушение,мочь,True
45,суды,могут,"конфисковать предметы наследия, инструменты и оборудование",суд,мочь,True
45,прокуратура Шарджи,предупредила,жителей ОАЭ,прокуратура шарджа,предупредить,True
45,прокуратура Шарджи,сообщила,жителей ОАЭ,прокуратура шарджа,сообщить,True
46,Аня Тейлор-Джой,скрывается,от бандитов и ФБР,аня тейлор джа,скрываться,True
46,Аскар Ильясов,разобраться,в себе,аскар ильяс,разобраться,True
46,«Ведомости. Город»,выбрал,самые интересные сериалы июля,ведомость город,выбрать,True
46,«Эль» Amazon Prime Video,является,приквелом к «Блондинке в законе»,эль amazon prime video,являться,True
46,«Блондинка в законе 3»,должна была стать,прямым продолжением первых двух частей и показать героиню в зрелом возрасте,блондинка в закон 3,должный быть стать,True
46,Эль Вудс,помчалась вслед за женихом,покорять юридический факультет Гарвардского университета,эль вудс,помчаться вслед за жених,True
46,16-летняя героиня,перебирается,в Сиэтл,16 летний героиня,перебираться,True
46,полная позитива Эль в розовом и в обнимку с чихуахуа,оказывается,в мире хмурых типов в черных джинсах и мятых клетчатых рубашках,полный позитив эль в розовый и в обнимка с чихуахуа,оказываться,True
46,шоураннерами,стали,Лаура Киттрелл и Кэролайн Дрис,шоураннер,стать,True
46,в главной роли,–,начинающая актриса Лекси Майнтри,в главный роль,,True
46,ее отца,играет,Том Эверетт Скотт,она отец,играть,True
46,мать,–,Джун Рафаэль,мать,,True
46,Риз Уизерспун,выступает,в качестве исполнительного продюсера,риза уизерспун,выступать,True
46,сезон,будет состоять,из 8 эпизодов,сезон,быть состоять,True
46,постапокалиптическая антиутопия,с,Ребеккой Фергюсон с 3 июля,постапокалиптический антиутопия,с,True
46,население,принимает,эту версию,население,принимать,True
46,«Укрытие»,основано,на популярной серии книг американского писателя Хью Хауи,укрытие,основать,True
46,героиня Фергюсон,теряет,память,героиня фергюсон,терять,True
46,подземный город,будет восстанавливаться,от последствий восстания,подземный город,быть восстанавливаться,True
46,сериал,будет переноситься,"во времена, предшествующие катастрофе",сериал,быть переноситься,True
46,Грэм Йост,остается,шоураннером проекта,грэм йост,оставаться,True
46,Коммон и Харриет Уолтер,вернулись,к своим ролям,коммона и харриета уолтер,вернуться,True
46,Эшли Цукерман и Джессика Хенвик,играют,новых персонажей,эшли цукерман и джессика хенвика,играть,True
46,«Уик-энд на пять звезд» Peacock,с,9 июля,уик энд на пять звезда peacock,с,True
46,драма о подведении итогов прожитой жизни,имеет,хороший актерский состав,драма о подведение итог прожить жизнь,иметь,True
46,"Женщина, ведущая блог о еде",переживает,психологический кризис,женщина ведущий блог о еда,переживать,True
46,она,решает,устроить шикарные выходные на острове в компании четырех подруг,она,решать,False
46,одна,является,лучшая подруга детства,один,являться,True
46,другая,является,соседка по комнате в студенческом общежитии,другой,являться,False
46,третьей героиня,сблизилась,когда у той родилась дочь,третий героиня,сблизиться,True
46,четвертая,является,"онлайн-знакомая, с которой героиня подружилась через свой блог",четвёртый,являться,True
46,журнал New York,провозгласил,королевой пляжного чтива,журнал new york,провозгласить,True
46,Netflix,выпустил,сериальную адаптацию ее детектива «Идеальная пара»,netflix,выпустить,True
46,Подруг,играют,Хлоя Севиньи,подруга,играть,True
46,Бека Брунштеттер,написала,сценарии,бек брунштеттер,написать,True
46,Паша,учился,в Гнесинке,паша,учиться,True
46,Паша,живет,с мамой,паша,жить,True
46,Паша,подрабатывает,настройщиком фортепиано,паша,подрабатывать,True
46,Жизнь,требует,Пашиного внимания,жизнь,требовать,True
46,ему,должно помочь,знакомство с грубоватой несостоявшейся актрисой Женей,он,должный помочь,False
46,сериал,поставили,Антон Коломеец,сериал,поставить,True
46,Антон Коломеец,снявший,драму «Свет»,антон коломеец,снять,True
46,Аскар Ильясов,является,заглавной ролью,аскар ильяс,являться,True
46,актрису,играет,Ирина Горбачева,актриса,играть,True
46,Татьяна Догилева,является,добрую бабушку Паши,татьяна догилев,являться,True
46,«Вестис»,является,мафия выходцев из Ирландии,вестис,являться,True
46,действие,разворачивается,в криминальном районе Адской кухни,действие,разворачиваться,True
46,противостояние двух парней,выросло,на одних улицах,противостояние два парень,вырасти,True
46,первый,хочет заработать,на строительстве роскошного бизнес-центра имени Джейкоба Джейвитса,первый,хотеть заработать,True
46,второй,разрывается,между профессиональным долгом и кровными связями с районом и ирландской диаспорой,второй,разрываться,True
46,Симмонс,играет,члена Вестис,симмонс,играть,True
46,Титус Уэлливер,играет,полицейского,титус уэлливер,играть,True
46,Лаки Армстронг,ездила,"по стране, обманывая людей и нигде надолго не задерживаясь",лак армстронг,ездить,True
46,Лаки Армстронг,ездила,с отцом-авантюристом,лак армстронг,ездить,True
46,Лаки Армстронг,ездила,с парнем,лак армстронг,ездить,True
46,Лаки Армстронг,хочет,найти свою мать,лак армстронг,хотеть,True
46,Лаки Армстронг,хочет,придумать способ обналичить выигрышный лотерейный билет,лак армстронг,хотеть,True
46,Онжаню Эллис,играет,в «Король Ричард»,онжаня эллис,играть,True
46,Уильям Фихтнер,играет,в «Идеальный шторм»,уильям фихтнер,играть,True
46,Джонатан Троппер,создал,«Банши»,джонатан троппер,создать,True
46,Кэсси Паппас,создала,«Допрос»,кэсся паппас,создать,True
46,Анастасия Красовская,играет,в «Фейк»,анастасия красовский,играть,True
46,Наталья Дубовая,написала,сценарий,наталья дубовый,написать,True
46,Нина Беленицкая,написала,сценарий,нина беленицкий,написать,True
46,Алексей Кузмин-Тарасов,снял,сериал,алексей кузмина тарасов,снять,True
46,Стюарт Блум,сломал,устройство,стюарт блум,сломать,True
46,Стюарт Блум,запустил,процесс,стюарт блум,запустить,True
46,Стюарт Блум,должен исправить,ситуацию,стюарт блум,должный исправить,True
46,Стюарт Блум,восстановит,реальность,стюарт блум,восстановить,True
46,компания,будет попадать,в разные параллельные вселенные,компания,быть попадать,True
46,проект,стоят,создатели оригинального ситкома,проект,стоять,True
46,сезон,состоит,из десяти эпизодов,сезон,состоять,True
47,Швейцарский Цюрих,возглавил,мировой рейтинг стоимости жизни,швейцарский цюрих,возглавить,True
47,547 городов мира,вошли,в исследование,547 город мир,войти,True
47,аналитики,сравнили,стоимость повседневных товаров и услуг,аналитик,сравнить,True
47,Москва,заняла,307-е место,москва,занять,True
47,Санкт-Петербург,расположился,на 381-й строчке,санкт петербург,расположиться,True
47,"Лондон, Копенгаген, Амстердам, Осло, Париж, Вена и Прага",стали лидерами,среди европейских столиц,лондон копенгаген амстердам осло париж вена и прага,стать лидер,True
47,индийские города,замыкают,рейтинг,индийский город,замыкать,True
47,19 индийских городов,заняли,самыми доступными по стоимости жизни,19 индийский город,занять,True
47,Нижний Новгород,стал,самым безопасным российским городом,нижний новгород,стать,True
47,Нижний Новгород,занял,"59-е место с индексом безопасности 72,0, опередив Москву и Санкт-Петербург",нижний новгород,занять,True
48,Швейцарский банк Julius Baer,опубликовал,ежегодный рейтинг,швейцарский банк julius baer,опубликовать,True
48,Сингапур,стал,лидером,сингапур,стать,True
48,Сингапур,лидировал,"высоким ценам на недвижимость и автомобили, а также устойчивому курсу местной валюты",сингапур,лидировать,True
48,Цюрих и Монако,вошли,в тройку,цюрих и монако,войти,True
48,Гонконг,опустился,на четвертое место,гонконг,опуститься,True
48,Лондон,опустился,на пятое место,лондон,опуститься,True
48,индекс,охватывает,25 крупнейших городов мира,индекс,охватывать,True
48,рейтинг,замкнул,Ванкувер,рейтинг,замкнуть,True
48,Йоханнесбург,поднялся,на одно место,йоханнесбург,подняться,True
48,Манила,сохранила,место,манила,сохранить,True
48,перестановки в рейтинге,были вызваны,курсовыми колебаниями,перестановка в рейтинг,быть вызвать,True
48,укрепление швейцарского франка и евро,подтолкнуло,вверх европейские города,укрепление швейцарский франк и евро,подтолкнуть,True
48,Дубай,опустился,с седьмого на 14-е место,дубай,опуститься,True
48,Сидней,поднялся,на шесть позиций до восьмого места,сидней,подняться,True
48,стоимость премиальной жизни,выросла,"в среднем на 10,2%",стоимость премиальный жизнь,вырасти,True
48,предметы роскоши,подорожали,"на 12,3%",предмет роскошь,подорожать,True
48,цены на ювелирные изделия,выросли,"+16,4%",цена на ювелирный изделие,вырасти,True
48,цены на часы,выросли,"+15,5%",цена на часы,вырасти,True
48,геополитическая неопределенность,беспокоит,от 82 до 95% участников рынка,геополитический неопределённость,беспокоить,True
48,инвесторы Азиатско-Тихоокеанского региона,пересматривают,портфели,инвестор азиатско тихоокеанский регион,пересматривать,True
48,43% респондентов,сократили,допустимый уровень риска,43% респондент,сократить,True
